dominio,resolvedor,status
surbitcoin.com,190.86.205.194,TIMEOUT
www.museomarino.com,190.86.205.194,TIMEOUT
www.abelsierramadero.com,190.86.205.194,TIMEOUT
www.mapuchenative.com,190.86.205.194,TIMEOUT
