measurement_uid,input,dns_experiment_failure,http_experiment_failure,dns_consistency,accessible,resolver_asn,resolver_ip,status_code,tcp_ip,tcp_status,category
20250111124222.336934_UY_webconnectivity_5565e2834cd92244,https://www.cherrycasino.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,503,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111124221.366778_UY_webconnectivity_35889080d1f90f24,https://www.charitybingo.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",SRCH
20250111124220.395679_UY_webconnectivity_982b485b120ad3ae,https://www.challengecasino.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111124218.891882_UY_webconnectivity_a90ac3a4db076009,https://www.casumo.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,403,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",OTHER
20250111124218.165620_UY_webconnectivity_aa794185c7230801,https://www.casoo888.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,403,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",OTHER
20250111124217.206746_UY_webconnectivity_771a2784006b8fa5,https://www.casinotropez.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111124216.325565_UY_webconnectivity_46f3c1141628d501,https://www.casoo.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",OTHER
20250111124215.599635_UY_webconnectivity_fc48e51194440f6d,https://www.casinotopsonline.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111124213.687027_UY_webconnectivity_b6808cea036e03a0,https://www.casinoroom.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111124212.176767_UY_webconnectivity_4739ce9e891fbe00,https://www.casinoportugal.pt,,connection_refused,inconsistent,False,AS6057,200.40.53.104,403,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111124210.806774_UY_webconnectivity_be0be91ca82317d4,https://www.casinopop.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,-1,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111124209.870765_UY_webconnectivity_1dd593bccb753555,https://www.casinomidas.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,403,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111124209.195051_UY_webconnectivity_da0659822eae64d3,https://www.casinoluck.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111124207.355911_UY_webconnectivity_609a76dd4c02d609,https://www.casinolavida.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111124150.671371_UY_webconnectivity_e8f05442a7dd0f91,https://www.casinolasvegas.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111124206.270849_UY_webconnectivity_44a6d098e22c738f,https://www.casinoland.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,-1,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111124150.038920_UY_webconnectivity_86db06e81236bc3f,https://www.casinoking.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,404,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111124148.775395_UY_webconnectivity_1736c2d088da274e,https://www.casinogranmadridonline.es,,connection_refused,inconsistent,False,AS6057,200.40.53.104,403,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111124149.427035_UY_webconnectivity_038633dc886e6a5d,https://www.casinogranmadrid.es,,connection_refused,inconsistent,False,AS6057,200.40.53.104,403,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111124148.076587_UY_webconnectivity_a9dad7a5c1f0b2e4,https://www.casinogranmadrid.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,403,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111124147.231367_UY_webconnectivity_2af6b8c53dca80c8,https://www.casinoeuro.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111124146.510814_UY_webconnectivity_847d8feceee815e2,https://www.casinoestrellavip.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111124145.526087_UY_webconnectivity_58cf1ac2a05cc61e,https://www.casinoepoca.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111124144.254100_UY_webconnectivity_4770197b7cb98ed0,https://www.casinoestrella100.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,-1,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111124143.656282_UY_webconnectivity_717c6f6ffd6b4fcc,https://www.casinoencolombia.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111124140.404929_UY_webconnectivity_60b51dd793b51564,https://www.casinoenchile.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111124139.211826_UY_webconnectivity_89e2fb0382046d47,https://www.casinodelrio.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,-1,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111124138.493343_UY_webconnectivity_663fc4f3b0019881,https://www.casinocomparador.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,403,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111124137.515703_UY_webconnectivity_53badbb9c1439789,https://www.casinobellini.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,-1,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111124121.855447_UY_webconnectivity_ea2ed16029c97a21,https://www.casinocolombia.com.co,,connection_refused,inconsistent,False,AS6057,200.40.53.104,-1,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111124120.686479_UY_webconnectivity_47193811e3875a1c,https://www.blackjackballroom.es,,connection_refused,inconsistent,False,AS6057,200.40.53.104,-1,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111124049.565510_UY_webconnectivity_5d863ff83004c649,https://www.binguez.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,-1,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",SRCH
20250111124105.125633_UY_webconnectivity_0f88d40beac1a606,https://www.bingo-rumba.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,-1,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",SRCH
20250111124048.885983_UY_webconnectivity_1a6757eb17a0557d,https://www.bigfishgames.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",OTHER
20250111124047.926818_UY_webconnectivity_53304536a9edd43f,https://www.bgo.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",OTHER
20250111124046.966442_UY_webconnectivity_2ff146c13addee2d,https://www.betsson.uy,,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111124044.438830_UY_webconnectivity_6d734902b7810380,https://www.betspil.dk,,connection_refused,inconsistent,False,AS6057,200.40.53.104,-1,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111124043.765620_UY_webconnectivity_0e7d046147248a9c,https://www.betrally.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,-1,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111124042.481939_UY_webconnectivity_4fd67bf506fc3d0c,https://www.betmotion.com.co,,connection_refused,inconsistent,False,AS6057,200.40.53.104,403,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111124041.505937_UY_webconnectivity_82e582f5bc4bd563,https://www.betastars.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,-1,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111124025.915957_UY_webconnectivity_6406af536ba42923,https://www.betapuesta.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111124025.215788_UY_webconnectivity_3d4ccdfaaab2364c,https://www.bestingame.it,,connection_refused,inconsistent,False,AS6057,200.40.53.104,-1,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",OTHER
20250111124024.245800_UY_webconnectivity_3bab982762a5ef5b,https://www.bet3218.net,,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111124023.016116_UY_webconnectivity_63f1723c78c0a69a,https://www.apuesteenlinea.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,-1,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",OTHER
20250111124022.402721_UY_webconnectivity_95d9a36b6032e24a,https://www.Isports.eu,,unknown_failure: invalid domain in DNSCache,inconsistent,False,AS6057,200.40.53.104,-1,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",OTHER
20250111124021.685601_UY_webconnectivity_66f6cb1b49579e29,https://www.8xbet2.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,403,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111124019.753797_UY_webconnectivity_1064d9d8752166be,https://www.777dragoncasino.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,-1,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111124004.081450_UY_webconnectivity_e7ca672fe3482a02,https://www.6686vn3.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",OTHER
20250111124002.805086_UY_webconnectivity_4777d3b7c4c40432,https://www.24ktgoldcasino.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,-1,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111124001.905716_UY_webconnectivity_82084c0f2e022233,https://www.47millones.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,-1,127.0.0.1,"{'failure': 'connection_refused', 'success': False}","MILX, GOVT"
20250111124001.215641_UY_webconnectivity_44127564e3a194e6,https://www.1xlite.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",OTHER
20250111124000.015680_UY_webconnectivity_a6476ce91907c5ee,https://www.138sungame.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,-1,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",OTHER
20250111123944.363335_UY_webconnectivity_b5bd019db433e75d,https://www.12betng.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,-1,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111123942.773750_UY_webconnectivity_5669892b9a13157e,http://www.yobingo.es,,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",SRCH
20250111123941.809541_UY_webconnectivity_d82f5e75e1b96477,http://www.verajohn.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,403,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",OTHER
20250111123940.965260_UY_webconnectivity_8bd13019c70e8176,http://www.vegasslotcasino.es,,connection_refused,inconsistent,False,AS6057,200.40.53.104,-1,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111123922.694178_UY_webconnectivity_b4d8fa5d89205359,http://www.vegashero.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,-1,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111123925.264385_UY_webconnectivity_e188420203b7ed42,http://www.v9bet.plus,,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111123921.744907_UY_webconnectivity_0b33c9a6c02c4e25,http://www.v9bet.bet,,connection_refused,inconsistent,False,AS6057,200.40.53.104,-1,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111123920.512498_UY_webconnectivity_a75991d7821745fd,http://www.urubet.net,,connection_refused,inconsistent,False,AS6057,200.40.53.104,-1,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111123919.872782_UY_webconnectivity_919ede12fd9b124a,http://www.ts-casinoclub.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,-1,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111123918.984430_UY_webconnectivity_0b6d95562afcd069,http://www.solverde.pt,,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",OTHER
20250111123918.224375_UY_webconnectivity_9bfbf4eb0ae19c02,http://www.thelotter.uy,,connection_refused,inconsistent,False,AS6057,200.40.53.104,-1,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",OTHER
20250111123917.262560_UY_webconnectivity_80b954c345957560,http://www.shadowbetcasino.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111123915.369169_UY_webconnectivity_67f259a0cbe552ff,http://www.rivernilecasino.net,,connection_refused,inconsistent,False,AS6057,200.40.53.104,-1,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111123859.464591_UY_webconnectivity_769bd58e124579ba,http://www.rivalo.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,403,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",OTHER
20250111123858.796015_UY_webconnectivity_05042b46f99ecee3,http://www.retabet.es,,connection_refused,inconsistent,False,AS6057,200.40.53.104,403,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111123858.124884_UY_webconnectivity_0bb0982cf711ee7a,http://www.redflushcasino.eu,,connection_refused,inconsistent,False,AS6057,200.40.53.104,-1,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111123842.435064_UY_webconnectivity_4681f60015a58231,http://www.prontobet.club,,connection_refused,inconsistent,False,AS6057,200.40.53.104,-1,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111123840.794069_UY_webconnectivity_1eccfd5c491b592f,http://www.pwr.bet,,connection_refused,inconsistent,False,AS6057,200.40.53.104,-1,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111123841.734484_UY_webconnectivity_45432965feca34f5,http://www.premierpoker.es,,connection_refused,inconsistent,False,AS6057,200.40.53.104,-1,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111123839.834373_UY_webconnectivity_25e49490d7a37424,http://www.premierpokerclub.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,-1,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111123838.915144_UY_webconnectivity_4ce82afc7e622cb2,http://www.playuzu.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}","GAME, GMB"
20250111123837.913935_UY_webconnectivity_4397bcaf0f44d29b,http://www.playbet.com.co,,connection_refused,inconsistent,False,AS6057,200.40.53.104,-1,127.0.0.1,"{'failure': 'connection_refused', 'success': False}","GAME, GMB"
20250111123836.765427_UY_webconnectivity_b265f4187c456ed5,http://www.planetwin365.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,-1,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",OTHER
20250111123835.924547_UY_webconnectivity_bfbadbb182498a10,http://www.pin-up.casino,,connection_refused,inconsistent,False,AS6057,200.40.53.104,403,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111123835.072813_UY_webconnectivity_a9c2fc15d8fd83cf,http://www.partygammon.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,-1,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",OTHER
20250111123834.442527_UY_webconnectivity_cb1c529405f0456e,http://www.paston.es,,connection_refused,inconsistent,False,AS6057,200.40.53.104,403,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",OTHER
20250111123833.530714_UY_webconnectivity_4fe5fa5a3ea7f1d1,http://www.partycasino.es,,connection_refused,inconsistent,False,AS6057,200.40.53.104,403,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111123832.744710_UY_webconnectivity_9498ce478e99a34b,http://www.olimpbet.kz,,connection_refused,inconsistent,False,AS6057,200.40.53.104,-1,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111123817.087758_UY_webconnectivity_e5887a38e374cada,http://www.onlinebigbola.mx,,connection_refused,inconsistent,False,AS6057,200.40.53.104,403,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",OTHER
20250111123815.826383_UY_webconnectivity_952bb572849aa2eb,http://www.oddspedia.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,403,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",OTHER
20250111123815.086535_UY_webconnectivity_8108cb4782ac73cc,http://www.oceanonlinecasino.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111123813.816782_UY_webconnectivity_71820ef79a32778d,http://www.nossaaposta.pt,,connection_refused,inconsistent,False,AS6057,200.40.53.104,-1,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",OTHER
20250111123812.616715_UY_webconnectivity_e041826a4e6390ea,http://www.mr.bet,,connection_refused,inconsistent,False,AS6057,200.40.53.104,-1,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111123811.986975_UY_webconnectivity_c252b9622b5de9b8,http://www.mozzartbet.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,403,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111123811.296677_UY_webconnectivity_91b66b492b8dade6,http://www.moneygaming.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,-1,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",OTHER
20250111123810.604824_UY_webconnectivity_41744815f6f87096,http://www.mongoosecasino.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,-1,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111123809.759154_UY_webconnectivity_a9904da8a79f0f8b,http://www.merkurmagic.es,,connection_refused,inconsistent,False,AS6057,200.40.53.104,-1,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",OTHER
20250111123809.006716_UY_webconnectivity_d77ad7a91836ca40,http://www.m.dale.sv,,connection_refused,inconsistent,False,AS6057,200.40.53.104,-1,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",OTHER
20250111123808.087319_UY_webconnectivity_8f2758e2c48276a7,http://www.magicboxcasino.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,-1,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111123807.487542_UY_webconnectivity_76086b3b75720307,http://www.m.esportesdasorte.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,-1,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",OTHER
20250111123806.577449_UY_webconnectivity_28ee3a6f68a911fe,http://www.m.caba.codere.bet.ar,,connection_refused,inconsistent,False,AS6057,200.40.53.104,-1,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111123805.886619_UY_webconnectivity_3d185ec30ad325d1,http://www.luckia.es,,connection_refused,inconsistent,False,AS6057,200.40.53.104,403,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",OTHER
20250111123805.202034_UY_webconnectivity_ba8085cc240b5ebf,http://www.luckyredcasino.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,403,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111123804.217013_UY_webconnectivity_5b9fb988f70bbbb8,http://www.llanosportbet.co,,connection_refused,inconsistent,False,AS6057,200.40.53.104,-1,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111123802.946393_UY_webconnectivity_85eaa58f658d4035,http://www.losjuegosdeazar.es,,connection_refused,inconsistent,False,AS6057,200.40.53.104,-1,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GAME
20250111123801.658794_UY_webconnectivity_e2156315425ad407,http://www.llanobet.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111123800.696572_UY_webconnectivity_e314f18bef139eb5,http://www.konradfun.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",OTHER
20250111123759.216468_UY_webconnectivity_ccc858c22e4d24f5,http://www.lapalingo.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,403,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",OTHER
20250111123758.354442_UY_webconnectivity_fd82b3c6a63a8b86,http://www.juegos-casino.org,,connection_refused,inconsistent,False,AS6057,200.40.53.104,403,127.0.0.1,"{'failure': 'connection_refused', 'success': False}","GAME, GMB"
20250111123757.187002_UY_webconnectivity_403dc472a47f3529,http://www.juegaenlinea.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,403,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",OTHER
20250111123756.228270_UY_webconnectivity_1fc5a33396df48cb,http://www.juegaenlinea.net,,connection_refused,inconsistent,False,AS6057,200.40.53.104,403,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",OTHER
20250111123755.266491_UY_webconnectivity_292f8dc5db9c8752,http://www.intralot.com.pe/,,connection_refused,inconsistent,False,AS6057,200.40.53.104,403,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",OTHER
20250111123753.706407_UY_webconnectivity_4ca52640760f6c45,http://www.intercasino.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,403,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111123753.017396_UY_webconnectivity_23288e3588b04691,http://www.ijuego.es,,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GAME
20250111123751.097744_UY_webconnectivity_57b6ae39bfe64227,http://www.inkabet.pe,,connection_refused,inconsistent,False,AS6057,200.40.53.104,403,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111123734.797794_UY_webconnectivity_d82fc76e2f972daa,http://www.guts.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,403,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",OTHER
20250111123750.442831_UY_webconnectivity_c920ba0f622c66fb,http://www.gowildcasino.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,-1,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111123734.087092_UY_webconnectivity_03e29e4fac9884bc,http://www.gowild.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,-1,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",OTHER
20250111123707.317870_UY_webconnectivity_d5a624517fa1a0f9,http://www.fruitycasa.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,403,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",OTHER
20250111123706.637174_UY_webconnectivity_3f239e20f63c6cd1,http://www.foxfoxbet.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,-1,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111123705.907449_UY_webconnectivity_7c389957d817b3b7,http://www.exbeteu.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,-1,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111123650.077901_UY_webconnectivity_93a19f7501e075fa,http://www.fanteam.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",OTHER
20250111123649.388545_UY_webconnectivity_5b8487932e521bb1,http://www.elcasinocaribe.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111123645.047921_UY_webconnectivity_8b27dffdef7f6d97,http://www.esportesdasorte.net,,connection_refused,inconsistent,False,AS6057,200.40.53.104,403,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",OTHER
20250111123644.317064_UY_webconnectivity_aa77b2b8a12eeb8c,http://www.elcasinointernet.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,-1,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111123643.637485_UY_webconnectivity_59c3f90cd8be3262,http://www.ecuabet.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,403,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111123642.877512_UY_webconnectivity_acd3b3cc97a28770,http://www.edsbet.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,403,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111123641.975487_UY_webconnectivity_87632660842deaa2,http://www.dunder.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,403,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",OTHER
20250111123641.337717_UY_webconnectivity_23d51761b92da16a,http://www.crystalbet.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,-1,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111123625.703325_UY_webconnectivity_4115a9bc1c06414a,http://www.dailyrecordbingo.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,403,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",SRCH
20250111123624.648074_UY_webconnectivity_ac6ca316e771f9ed,http://www.crowneeurope.com.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,403,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",OTHER
20250111123623.877538_UY_webconnectivity_27bdb8e3d38e41db,http://www.colbet.co,,connection_refused,inconsistent,False,AS6057,200.40.53.104,-1,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111123622.398056_UY_webconnectivity_200a3bbe54affdbc,http://www.clubworldcasinos.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,403,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111123621.467188_UY_webconnectivity_ff12d8e622781210,http://www.casinopop.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,-1,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111123605.847798_UY_webconnectivity_8a2ecdb2e4cdcb4d,http://www.casinoland.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,-1,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111123550.077964_UY_webconnectivity_3261a63a0c94ff4f,http://www.casinogranmadridonline.es,,connection_refused,inconsistent,False,AS6057,200.40.53.104,403,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111123549.185648_UY_webconnectivity_d80ba1e7ebf232bd,http://www.casinogranmadrid.es,,connection_refused,inconsistent,False,AS6057,200.40.53.104,403,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111123546.617685_UY_webconnectivity_c6681c3ded52cb17,http://www.casinoestrella100.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,-1,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
