measurement_uid,dns_experiment_failure,http_experiment_failure,dns_consistency,accessible,resolver_asn,resolver_ip,status_code,tcp_ip,tcp_status
20250109182318.468112_AR_webconnectivity_3d4c72d57e9ae8c5,android_dns_cache_no_data,None,inconsistent,False,AS262287,173.244.55.130,-1,None,None
20250109182151.061589_AR_webconnectivity_25043b3af56c726f,android_dns_cache_no_data,None,inconsistent,False,AS262287,173.244.55.130,-1,None,None
20250109182042.009919_AR_webconnectivity_b9de96e22183929b,android_dns_cache_no_data,None,inconsistent,False,AS262287,173.244.55.130,-1,None,None
20250109181727.873149_AR_webconnectivity_2cb60ae044d505e7,android_dns_cache_no_data,None,inconsistent,False,AS262287,173.244.55.130,-1,None,None
20250109181639.561003_AR_webconnectivity_1dab271ffcf08937,android_dns_cache_no_data,None,inconsistent,False,AS262287,173.244.55.130,-1,None,None
20250109181354.144991_AR_webconnectivity_0c378f3f711c010a,android_dns_cache_no_data,None,inconsistent,False,AS262287,173.244.55.130,-1,None,None
20250109181350.025303_AR_webconnectivity_c8909c97e9ba8296,android_dns_cache_no_data,None,inconsistent,False,AS262287,173.244.55.130,-1,None,None
20250109181345.231137_AR_webconnectivity_17971e94f3cda5b5,android_dns_cache_no_data,None,inconsistent,False,AS262287,173.244.55.130,-1,None,None
20250109181140.330830_AR_webconnectivity_200d7edb6e4c51ed,android_dns_cache_no_data,None,inconsistent,False,AS262287,173.244.55.130,200,None,None
20250109181139.051978_AR_webconnectivity_39984d907335a096,android_dns_cache_no_data,None,inconsistent,False,AS262287,173.244.55.130,200,None,None
20250109180915.672889_AR_webconnectivity_5a5fcd9c66cca58a,android_dns_cache_no_data,None,inconsistent,False,AS262287,173.244.55.130,-1,None,None
20250109180521.713270_AR_webconnectivity_9b59cdab68fe052a,android_dns_cache_no_data,None,inconsistent,False,AS262287,173.244.55.130,200,None,None
20250109173541.580749_AR_webconnectivity_27e100b5de4b3a01,android_dns_cache_no_data,None,inconsistent,False,AS262287,173.244.55.130,-1,None,None
20250109173537.097008_AR_webconnectivity_9aa0aa6cc9209704,android_dns_cache_no_data,None,inconsistent,False,AS262287,173.244.55.130,-1,None,None
20250109173535.144666_AR_webconnectivity_69932ef847e097f1,android_dns_cache_no_data,None,inconsistent,False,AS262287,173.244.55.130,-1,None,None
20250109173430.558769_AR_webconnectivity_d2c7e90aa6e3856f,android_dns_cache_no_data,None,inconsistent,False,AS262287,173.244.55.130,-1,None,None
20250109173416.485684_AR_webconnectivity_c91f8c2f162683a9,android_dns_cache_no_data,None,inconsistent,False,AS262287,173.244.55.130,-1,None,None
20250109173311.832107_AR_webconnectivity_8f31801ec30b38dd,android_dns_cache_no_data,None,inconsistent,False,AS262287,173.244.55.130,-1,None,None
20250109173152.197184_AR_webconnectivity_aff7b522d5ece105,android_dns_cache_no_data,None,inconsistent,False,AS262287,173.244.55.130,-1,None,None
20250109172551.691844_AR_webconnectivity_e6fa9465acb3da15,android_dns_cache_no_data,None,inconsistent,False,AS262287,173.244.55.130,-1,None,None
20250109172422.352895_AR_webconnectivity_7a05eddd5bc338bc,android_dns_cache_no_data,None,inconsistent,False,AS262287,173.244.55.130,-1,None,None
20250109172421.394996_AR_webconnectivity_50f9219658a6749a,android_dns_cache_no_data,None,inconsistent,False,AS262287,173.244.55.130,-1,None,None
20250109172417.012912_AR_webconnectivity_0a8eb7f909693bf2,android_dns_cache_no_data,None,inconsistent,False,AS262287,173.244.55.130,-1,None,None
20250109172415.914178_AR_webconnectivity_538892e667861cc8,android_dns_cache_no_data,None,inconsistent,False,AS262287,173.244.55.130,-1,None,None
