measurement_uid,dns_experiment_failure,http_experiment_failure,dns_consistency,accessible,resolver_asn,resolver_ip,status_code,tcp_ip,tcp_status
20250111153613.954339_UY_webconnectivity_d71d7b0e2605a3ab,android_dns_cache_no_data,None,inconsistent,False,AS6057,200.40.53.104,-1,None,None
20250111153306.844638_UY_webconnectivity_3bcac9b016600ca3,android_dns_cache_no_data,None,inconsistent,False,AS6057,200.40.53.104,-1,None,None
20250111153215.654385_UY_webconnectivity_52b1ba1550c8d12d,android_dns_cache_no_data,None,inconsistent,False,AS6057,200.40.53.104,-1,None,None
20250111153212.381980_UY_webconnectivity_9fcc3c123295cd73,android_dns_cache_no_data,None,inconsistent,False,AS6057,200.40.53.104,-1,None,None
20250111153033.259193_UY_webconnectivity_a29ae6b1aedf9802,android_dns_cache_no_data,None,inconsistent,False,AS6057,200.40.53.104,-1,None,None
20250111151751.130816_UY_webconnectivity_4c467ebca7664be8,None,connection_refused,inconsistent,False,AS6057,200.40.53.104,403,127.0.0.1,"{'failure': 'connection_refused', 'success': False}"
20250111151750.262481_UY_webconnectivity_d531af786e325b8b,None,connection_refused,inconsistent,False,AS6057,200.40.53.104,403,127.0.0.1,"{'failure': 'connection_refused', 'success': False}"
20250111151502.685256_UY_webconnectivity_bc2eb68e2ad05e2a,android_dns_cache_no_data,None,inconsistent,False,AS6057,200.40.53.104,-1,None,None
20250111151427.547286_UY_webconnectivity_51c8c26ec1f2a74d,android_dns_cache_no_data,None,inconsistent,False,AS6057,200.40.53.104,-1,None,None
20250111150909.916781_UY_webconnectivity_bf4fdf7e5f43f91e,android_dns_cache_no_data,None,inconsistent,False,AS6057,200.40.53.104,-1,None,None
20250111150852.994321_UY_webconnectivity_4e5fa6ba6c9c68fc,android_dns_cache_no_data,None,inconsistent,False,AS6057,200.40.53.104,-1,None,None
20250111150832.073721_UY_webconnectivity_e30c76023aa5ff7e,android_dns_cache_no_data,None,inconsistent,False,AS6057,200.40.53.104,-1,None,None
20250111141813.577450_UY_webconnectivity_9eb7cfec1fad7ade,android_dns_cache_no_data,None,inconsistent,False,AS6057,200.40.53.104,-1,None,None
20250111141520.718363_UY_webconnectivity_7e7fcd7e4ca639b9,android_dns_cache_no_data,None,inconsistent,False,AS6057,200.40.53.104,-1,None,None
20250111141454.006585_UY_webconnectivity_ff0ecceb19f8b31a,android_dns_cache_no_data,None,inconsistent,False,AS6057,200.40.53.104,-1,None,None
20250111141447.928535_UY_webconnectivity_a55025e87d7fa191,android_dns_cache_no_data,None,inconsistent,False,AS6057,200.40.53.104,-1,None,None
20250111141445.779055_UY_webconnectivity_25a9bf09821a4363,android_dns_cache_no_data,None,inconsistent,False,AS6057,200.40.53.104,-1,None,None
20250111141446.673904_UY_webconnectivity_5ea65beb8bb2842d,android_dns_cache_no_data,None,inconsistent,False,AS6057,200.40.53.104,-1,None,None
20250111141434.476055_UY_webconnectivity_069ed672e611eca8,android_dns_cache_no_data,None,inconsistent,False,AS6057,200.40.53.104,-1,None,None
20250111141417.196421_UY_webconnectivity_c4ebf0b98f48dbfe,android_dns_cache_no_data,None,inconsistent,False,AS6057,200.40.53.104,-1,None,None
20250111141416.229273_UY_webconnectivity_e329046260964e38,android_dns_cache_no_data,None,inconsistent,False,AS6057,200.40.53.104,-1,None,None
20250111141415.275135_UY_webconnectivity_546af3794e5feb61,android_dns_cache_no_data,None,inconsistent,False,AS6057,200.40.53.104,-1,None,None
20250111141303.038349_UY_webconnectivity_3ac7126dc373c9e6,android_dns_cache_no_data,None,inconsistent,False,AS6057,200.40.53.104,-1,None,None
20250111140848.002705_UY_webconnectivity_09ff8bfca58cc8da,android_dns_cache_no_data,None,inconsistent,False,AS6057,200.40.53.104,-1,None,None
20250111140747.815087_UY_webconnectivity_6eea69a78ab94fe7,android_dns_cache_no_data,None,inconsistent,False,AS6057,200.40.53.104,-1,None,None
20250111140714.462836_UY_webconnectivity_d834cc38e2558054,android_dns_cache_no_data,None,inconsistent,False,AS6057,200.40.53.104,-1,None,None
20250111140700.463419_UY_webconnectivity_53642d914298d5cc,android_dns_cache_no_data,None,inconsistent,False,AS6057,200.40.53.104,-1,None,None
20250111140511.974189_UY_webconnectivity_656fc7eaf90cb370,android_dns_cache_no_data,None,inconsistent,False,AS6057,200.40.53.104,-1,None,None
20250111135330.306571_UY_webconnectivity_e457da75a06b1cef,android_dns_cache_no_data,None,inconsistent,False,AS6057,200.40.53.104,-1,None,None
20250111135137.434942_UY_webconnectivity_f92a4479daafdafd,android_dns_cache_no_data,None,inconsistent,False,AS6057,200.40.53.104,-1,None,None
20250111135037.324154_UY_webconnectivity_35b1ed7610281875,android_dns_cache_no_data,None,inconsistent,False,AS6057,200.40.53.104,-1,None,None
20250111133751.179652_UY_webconnectivity_cba1e2a7a7a076ee,android_dns_cache_no_data,None,inconsistent,False,AS6057,200.40.53.104,-1,None,None
20250111133733.989323_UY_webconnectivity_39154123a0b21c70,android_dns_cache_no_data,None,inconsistent,False,AS6057,200.40.53.104,403,None,None
20250111132736.327907_UY_webconnectivity_f6abd3abe3fd20fc,android_dns_cache_no_data,None,inconsistent,False,AS6057,200.40.53.104,-1,None,None
20250111132614.221224_UY_webconnectivity_8339088a83465e53,android_dns_cache_no_data,None,inconsistent,False,AS6057,200.40.53.104,-1,None,None
20250111132543.499328_UY_webconnectivity_cd9a82391e1645e6,android_dns_cache_no_data,None,inconsistent,False,AS6057,200.40.53.104,-1,None,None
20250111132540.239460_UY_webconnectivity_54f0ae70ef27f7fa,android_dns_cache_no_data,None,inconsistent,False,AS6057,200.40.53.104,-1,None,None
20250111130731.939424_UY_webconnectivity_3f05d45d064c458f,android_dns_cache_no_data,None,inconsistent,False,AS6057,200.40.53.104,-1,None,None
20250111125202.768226_UY_webconnectivity_cd342f0c558727cc,android_dns_cache_no_data,None,inconsistent,False,AS6057,200.40.53.104,-1,None,None
20250111125147.147325_UY_webconnectivity_46c4a4c964d9aa03,android_dns_cache_no_data,None,inconsistent,False,AS6057,200.40.53.104,-1,None,None
20250111125145.828786_UY_webconnectivity_bfd8b3465e209a2a,android_dns_cache_no_data,None,inconsistent,False,AS6057,200.40.53.104,-1,None,None
20250111125143.279070_UY_webconnectivity_5f2d699b9af9bbeb,android_dns_cache_no_data,None,inconsistent,False,AS6057,200.40.53.104,-1,None,None
20250111125142.049068_UY_webconnectivity_e5a8dd66e577a81b,android_dns_cache_no_data,None,inconsistent,False,AS6057,200.40.53.104,-1,None,None
20250111125131.728502_UY_webconnectivity_cf826879302a55f1,android_dns_cache_no_data,None,inconsistent,False,AS6057,200.40.53.104,-1,None,None
20250111125106.778419_UY_webconnectivity_cc3daa1c1668cb9a,android_dns_cache_no_data,None,inconsistent,False,AS6057,200.40.53.104,-1,None,None
20250111125101.338907_UY_webconnectivity_7e6fbde32725f7ef,android_dns_cache_no_data,None,inconsistent,False,AS6057,200.40.53.104,-1,None,None
20250111125059.098422_UY_webconnectivity_1b5c58e3138c4288,android_dns_cache_no_data,None,inconsistent,False,AS6057,200.40.53.104,-1,None,None
20250111125027.747851_UY_webconnectivity_c96224998b9613fd,None,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}"
20250111125023.008252_UY_webconnectivity_842b4f6afd884a08,None,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}"
20250111125017.828042_UY_webconnectivity_4e8940418d82e600,None,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}"
20250111125015.597729_UY_webconnectivity_834bf3d2e7973f7f,None,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}"
20250111125014.627692_UY_webconnectivity_a05fc0e890c663bf,None,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}"
20250111125013.525453_UY_webconnectivity_8bf139867f477d51,None,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}"
20250111125011.095510_UY_webconnectivity_0913078e1af70ba8,None,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}"
20250111125009.828198_UY_webconnectivity_74f2917f7008b95c,None,connection_refused,inconsistent,False,AS6057,200.40.53.104,-1,127.0.0.1,"{'failure': 'connection_refused', 'success': False}"
20250111125008.855982_UY_webconnectivity_0bedb68b6af5e27a,None,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}"
20250111125007.897624_UY_webconnectivity_52a51cfda7c2d3d8,None,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}"
20250111125006.627853_UY_webconnectivity_f7f21dc28443e67d,None,connection_refused,inconsistent,False,AS6057,200.40.53.104,403,127.0.0.1,"{'failure': 'connection_refused', 'success': False}"
20250111125004.813722_UY_webconnectivity_fdc32b8416872a64,None,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}"
20250111125005.667256_UY_webconnectivity_ea0c36f1c989ed09,None,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}"
20250111125004.147843_UY_webconnectivity_1bae05a69365bca8,None,connection_refused,inconsistent,False,AS6057,200.40.53.104,403,127.0.0.1,"{'failure': 'connection_refused', 'success': False}"
20250111125003.447780_UY_webconnectivity_b8b30830c82e71f8,None,connection_refused,inconsistent,False,AS6057,200.40.53.104,-1,127.0.0.1,"{'failure': 'connection_refused', 'success': False}"
20250111124947.094988_UY_webconnectivity_acaf4eae6ec3c882,None,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}"
20250111124946.284571_UY_webconnectivity_ae0b135b8636a1ad,None,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}"
20250111124944.995013_UY_webconnectivity_e2bd2f5e555658d6,None,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}"
20250111124943.404585_UY_webconnectivity_09512ed41751cbb0,None,connection_refused,inconsistent,False,AS6057,200.40.53.104,-1,127.0.0.1,"{'failure': 'connection_refused', 'success': False}"
20250111124942.754680_UY_webconnectivity_8ba70b31a5d8ccd6,None,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}"
20250111124941.874473_UY_webconnectivity_8b2ffb965fc95e50,None,connection_refused,inconsistent,False,AS6057,200.40.53.104,403,127.0.0.1,"{'failure': 'connection_refused', 'success': False}"
20250111124941.014614_UY_webconnectivity_200a7bee72655042,None,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}"
20250111124938.597782_UY_webconnectivity_cc7041fae9e8e5e2,None,connection_refused,inconsistent,False,AS6057,200.40.53.104,-1,127.0.0.1,"{'failure': 'connection_refused', 'success': False}"
20250111124937.348689_UY_webconnectivity_b9cd524ab9a281be,None,connection_refused,inconsistent,False,AS6057,200.40.53.104,-1,127.0.0.1,"{'failure': 'connection_refused', 'success': False}"
20250111124936.674751_UY_webconnectivity_fafa3dad1f13f9a9,None,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}"
20250111124935.476297_UY_webconnectivity_b2da5889344944c3,None,connection_refused,inconsistent,False,AS6057,200.40.53.104,503,127.0.0.1,"{'failure': 'connection_refused', 'success': False}"
20250111124934.754517_UY_webconnectivity_cfa26480dbbf2620,None,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}"
20250111124933.165128_UY_webconnectivity_5fdef634eebafc1e,None,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}"
20250111124931.924909_UY_webconnectivity_ae4d471d2ed24eca,None,connection_refused,inconsistent,False,AS6057,200.40.53.104,-1,127.0.0.1,"{'failure': 'connection_refused', 'success': False}"
20250111124931.306892_UY_webconnectivity_123a037a75ad63b3,None,connection_refused,inconsistent,False,AS6057,200.40.53.104,403,127.0.0.1,"{'failure': 'connection_refused', 'success': False}"
20250111124930.606215_UY_webconnectivity_b5c568fcaf959a49,None,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}"
20250111124929.316990_UY_webconnectivity_8e24d2711bd3dbb5,None,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}"
20250111124928.036690_UY_webconnectivity_9d1290f115f72758,None,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}"
20250111124927.086147_UY_webconnectivity_21e1bd409448435f,None,connection_refused,inconsistent,False,AS6057,200.40.53.104,-1,127.0.0.1,"{'failure': 'connection_refused', 'success': False}"
20250111124926.114513_UY_webconnectivity_cf6389815bba805c,None,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}"
20250111124925.155242_UY_webconnectivity_86676803f3288646,None,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}"
20250111124918.524534_UY_webconnectivity_7c0c956ac9341e6f,None,connection_refused,inconsistent,False,AS6057,200.40.53.104,-1,127.0.0.1,"{'failure': 'connection_refused', 'success': False}"
20250111124917.794831_UY_webconnectivity_6ca5f3f936c76a5d,None,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}"
20250111124916.314872_UY_webconnectivity_4d28abd0d82ab638,None,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}"
20250111124913.634685_UY_webconnectivity_ad3885783ab4fa36,None,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}"
20250111124911.194489_UY_webconnectivity_54abe2ae4eff8d3a,None,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}"
20250111124910.444585_UY_webconnectivity_d5e2c6d9b4194bac,None,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}"
20250111124908.524313_UY_webconnectivity_ab03e0f68257f488,None,connection_refused,inconsistent,False,AS6057,200.40.53.104,403,127.0.0.1,"{'failure': 'connection_refused', 'success': False}"
20250111124907.244851_UY_webconnectivity_9a38060ff74e747c,None,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}"
20250111124906.054973_UY_webconnectivity_d9b18790b7387fbc,None,connection_refused,inconsistent,False,AS6057,200.40.53.104,403,127.0.0.1,"{'failure': 'connection_refused', 'success': False}"
20250111124905.114821_UY_webconnectivity_bd38cb81bf6a79e6,None,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}"
20250111124904.360155_UY_webconnectivity_d7edb249022b613f,None,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}"
20250111124903.405131_UY_webconnectivity_c9c0bdfb9162bf86,None,connection_refused,inconsistent,False,AS6057,200.40.53.104,403,127.0.0.1,"{'failure': 'connection_refused', 'success': False}"
20250111124902.444462_UY_webconnectivity_445579ca67971ff2,None,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}"
20250111124901.485126_UY_webconnectivity_c4270b187a533d9e,None,connection_refused,inconsistent,False,AS6057,200.40.53.104,403,127.0.0.1,"{'failure': 'connection_refused', 'success': False}"
20250111124900.324846_UY_webconnectivity_84efeda118fc06f1,None,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}"
20250111124859.320286_UY_webconnectivity_11324c16a8c17ab5,None,connection_refused,inconsistent,False,AS6057,200.40.53.104,403,127.0.0.1,"{'failure': 'connection_refused', 'success': False}"
20250111124858.595399_UY_webconnectivity_e0ef694891d372f9,None,connection_refused,inconsistent,False,AS6057,200.40.53.104,504,127.0.0.1,"{'failure': 'connection_refused', 'success': False}"
20250111124857.644884_UY_webconnectivity_7d2b977bbdaeae9a,None,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}"
20250111124856.045047_UY_webconnectivity_2daa9a6e75a57bbc,None,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}"
20250111124855.092690_UY_webconnectivity_c9b578acb7f1b569,None,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}"
20250111124852.884768_UY_webconnectivity_93fdfcb22b009b24,None,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}"
20250111124852.204446_UY_webconnectivity_9aa760bb5cd28b0c,None,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}"
20250111124851.244980_UY_webconnectivity_5209121d8e3809ed,None,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}"
20250111124850.404279_UY_webconnectivity_622b2a73b9573ad9,None,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}"
20250111124849.644389_UY_webconnectivity_a2d72a9c93d1aed2,None,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}"
20250111124848.365054_UY_webconnectivity_772b96315b965a71,None,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}"
20250111124847.074476_UY_webconnectivity_64ca99f612bcaa9c,None,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}"
20250111124845.485479_UY_webconnectivity_e59b64ce95a87e7c,None,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}"
20250111124844.524378_UY_webconnectivity_a4cf8c367338d6f1,None,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}"
20250111124842.934862_UY_webconnectivity_69aab0f719fd00c6,None,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}"
20250111124836.194652_UY_webconnectivity_9ae563b1c1cf3b8b,None,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}"
20250111124834.592811_UY_webconnectivity_55a03e4659e9c5b3,None,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}"
20250111124833.004913_UY_webconnectivity_1a3f1803da4b003f,None,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}"
20250111124830.774629_UY_webconnectivity_e7ff29de98502814,None,connection_refused,inconsistent,False,AS6057,200.40.53.104,403,127.0.0.1,"{'failure': 'connection_refused', 'success': False}"
20250111124831.394595_UY_webconnectivity_49d205b6d1399f39,None,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}"
20250111124829.804890_UY_webconnectivity_5ac683c16bee6e7d,None,connection_refused,inconsistent,False,AS6057,200.40.53.104,526,127.0.0.1,"{'failure': 'connection_refused', 'success': False}"
20250111124828.844898_UY_webconnectivity_823b0fa99f2dd853,None,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}"
