measurement_uid,dns_experiment_failure,http_experiment_failure,dns_consistency,accessible,resolver_asn,resolver_ip,status_code,tcp_ip,tcp_status
20250109141554.820390_US_webconnectivity_d12fad294c6b1e13,android_dns_cache_no_data,None,inconsistent,False,AS9009,89.45.224.3,-1,None,None
20250109141552.705148_US_webconnectivity_aad5ec69d48c2275,android_dns_cache_no_data,None,inconsistent,False,AS9009,89.45.224.3,-1,None,None
20250109141551.284284_US_webconnectivity_eefc8efc5148d240,android_dns_cache_no_data,None,inconsistent,False,AS9009,89.45.224.3,-1,None,None
20250109141549.824569_US_webconnectivity_79b75029825e84d3,android_dns_cache_no_data,None,inconsistent,False,AS9009,89.45.224.3,-1,None,None
20250109141548.004423_US_webconnectivity_eb846e1e2e4b0547,android_dns_cache_no_data,None,inconsistent,False,AS9009,89.45.224.3,-1,None,None
20250109141546.565777_US_webconnectivity_3dfdce3efd9939e1,android_dns_cache_no_data,None,inconsistent,False,AS9009,89.45.224.3,-1,None,None
20250109141544.484579_US_webconnectivity_198a9569e69742e8,android_dns_cache_no_data,None,inconsistent,False,AS9009,89.45.224.3,-1,None,None
20250109141532.196931_US_webconnectivity_b9c987d76225a842,android_dns_cache_no_data,None,inconsistent,False,AS9009,89.45.224.3,-1,None,None
20250109141529.644850_US_webconnectivity_37eb0749afc15bb5,android_dns_cache_no_data,None,inconsistent,False,AS9009,89.45.224.3,-1,None,None
20250109141527.765180_US_webconnectivity_dd2b3a3ade1a9762,android_dns_cache_no_data,None,inconsistent,False,AS9009,89.45.224.3,-1,None,None
20250109141526.024307_US_webconnectivity_daf390f7157e57ec,android_dns_cache_no_data,None,inconsistent,False,AS9009,89.45.224.3,-1,None,None
20250109141522.985637_US_webconnectivity_9102025dfbbaef97,android_dns_cache_no_data,None,inconsistent,False,AS9009,89.45.224.3,-1,None,None
20250109141520.565245_US_webconnectivity_78b2aff5c1130c23,android_dns_cache_no_data,None,inconsistent,False,AS9009,89.45.224.3,-1,None,None
20250109141508.144383_US_webconnectivity_670f8e7daead3bae,android_dns_cache_no_data,None,inconsistent,False,AS9009,89.45.224.3,-1,None,None
20250109141501.385654_US_webconnectivity_4f842af249304c72,android_dns_cache_no_data,None,inconsistent,False,AS9009,89.45.224.3,-1,None,None
20250109141459.765037_US_webconnectivity_d43d7b08cb003393,android_dns_cache_no_data,None,inconsistent,False,AS9009,89.45.224.3,-1,None,None
20250109141458.145741_US_webconnectivity_863c30891385fc5d,android_dns_cache_no_data,None,inconsistent,False,AS9009,89.45.224.3,-1,None,None
20250109141456.926280_US_webconnectivity_ae1cbde0bb1c8999,android_dns_cache_no_data,None,inconsistent,False,AS9009,89.45.224.3,-1,None,None
20250109141438.668490_US_webconnectivity_7a0e08c499cf65e5,android_dns_cache_no_data,None,inconsistent,False,AS9009,89.45.224.3,-1,None,None
20250109141424.465088_US_webconnectivity_09c64fb4b3d43655,android_dns_cache_no_data,None,inconsistent,False,AS9009,89.45.224.3,-1,None,None
20250109141417.525953_US_webconnectivity_8a0abe94a050389c,android_dns_cache_no_data,None,inconsistent,False,AS9009,89.45.224.3,-1,None,None
20250109141406.984557_US_webconnectivity_b8e45146bc6d7943,android_dns_cache_no_data,None,inconsistent,False,AS9009,89.45.224.3,-1,None,None
20250109141351.283434_US_webconnectivity_cd9a2c180f8b876d,android_dns_cache_no_data,None,inconsistent,False,AS9009,89.45.224.3,-1,None,None
20250109141349.843003_US_webconnectivity_0570c0b08c82fc45,android_dns_cache_no_data,None,inconsistent,False,AS9009,89.45.224.3,-1,None,None
20250109141319.544891_US_webconnectivity_9bf0120b6c1b7eab,android_dns_cache_no_data,None,inconsistent,False,AS9009,89.45.224.3,-1,None,None
20250109141318.059450_US_webconnectivity_ffc28d97aabdee44,android_dns_cache_no_data,None,inconsistent,False,AS9009,89.45.224.3,-1,None,None
20250109141316.422970_US_webconnectivity_e094d0ab317d7055,android_dns_cache_no_data,None,inconsistent,False,AS9009,89.45.224.3,-1,None,None
20250109140950.273576_US_webconnectivity_69e79433d8271bcf,android_dns_cache_no_data,None,inconsistent,False,AS9009,89.45.224.3,-1,None,None
20250109140527.902405_US_webconnectivity_13c84e2b56039581,android_dns_cache_no_data,None,inconsistent,False,AS9009,89.45.224.3,-1,None,None
20250109140356.484697_US_webconnectivity_b7d1d0aeadb7af10,android_dns_cache_no_data,None,inconsistent,False,AS9009,89.45.224.3,-1,None,None
20250109140317.475517_US_webconnectivity_01f39442aba90d51,android_dns_cache_no_data,None,inconsistent,False,AS9009,89.45.224.3,-1,None,None
20250109140312.554730_US_webconnectivity_9f2ad4cfc43950cc,android_dns_cache_no_data,None,inconsistent,False,AS9009,89.45.224.3,-1,None,None
20250109135751.264637_US_webconnectivity_1c9ddef0a8bfd779,android_dns_cache_no_data,None,inconsistent,False,AS9009,89.45.224.3,-1,None,None
20250109135737.429038_US_webconnectivity_4bcf29c51b2cb064,android_dns_cache_no_data,None,inconsistent,False,AS9009,89.45.224.3,-1,None,None
20250109135733.316914_US_webconnectivity_ec72c7beb99c2b5a,android_dns_cache_no_data,None,inconsistent,False,AS9009,89.45.224.3,-1,None,None
20250109134045.867812_US_webconnectivity_a8ed4610d72cf202,android_dns_cache_no_data,None,inconsistent,False,AS9009,89.45.224.3,-1,None,None
20250109133613.922247_US_webconnectivity_b5f469e83b25fc90,android_dns_cache_no_data,None,inconsistent,False,AS9009,89.45.224.3,-1,None,None
20250109133612.041994_US_webconnectivity_36929d95c7856320,android_dns_cache_no_data,None,inconsistent,False,AS9009,89.45.224.3,-1,None,None
20250109133610.175528_US_webconnectivity_f210ad2d100b7e3d,android_dns_cache_no_data,None,inconsistent,False,AS9009,89.45.224.3,-1,None,None
20250109133001.482952_US_webconnectivity_1e3495ee13cea12c,android_dns_cache_no_data,None,inconsistent,False,AS9009,89.45.224.3,-1,None,None
20250109132559.578275_US_webconnectivity_82bb3322404c884a,android_dns_cache_no_data,None,inconsistent,False,AS9009,89.45.224.3,200,None,None
20250109132545.863090_US_webconnectivity_cb85a93d8013a73e,android_dns_cache_no_data,None,inconsistent,False,AS9009,89.45.224.3,-1,None,None
20250109131249.359629_US_webconnectivity_fe7dadf59ae60318,android_dns_cache_no_data,None,inconsistent,False,AS9009,89.45.224.3,-1,None,None
20250110070647.440859_US_webconnectivity_b0e63b1281beecb4,android_dns_cache_no_data,None,inconsistent,False,AS9009,89.45.224.3,-1,None,None
20250110070548.591972_US_webconnectivity_498c647d6839df86,android_dns_cache_no_data,None,inconsistent,False,AS9009,89.45.224.3,-1,None,None
20250110070456.070490_US_webconnectivity_149be3422fbd03f2,android_dns_cache_no_data,None,inconsistent,False,AS9009,89.45.224.3,-1,None,None
20250110070318.728919_US_webconnectivity_21f80fa7fad0d6eb,android_dns_cache_no_data,None,inconsistent,False,AS9009,89.45.224.3,-1,None,None
20250110065835.866183_US_webconnectivity_fc93fd3de42369f7,android_dns_cache_no_data,None,inconsistent,False,AS9009,89.45.224.3,-1,None,None
20250110065557.823706_US_webconnectivity_f2c9e4577812fca6,android_dns_cache_no_data,None,inconsistent,False,AS9009,89.45.224.3,-1,None,None
20250110065553.850233_US_webconnectivity_7bb72ea3074de94c,android_dns_cache_no_data,None,inconsistent,False,AS9009,89.45.224.3,-1,None,None
20250110065547.062163_US_webconnectivity_c394a6994f18ac0a,android_dns_cache_no_data,None,inconsistent,False,AS9009,89.45.224.3,-1,None,None
20250110064146.547709_US_webconnectivity_85eddb58783b3914,android_dns_cache_no_data,None,inconsistent,False,AS9009,89.45.224.3,200,None,None
20250110064144.302830_US_webconnectivity_29e6511cbe5d42fe,android_dns_cache_no_data,None,inconsistent,False,AS9009,89.45.224.3,200,None,None
20250110064041.317775_US_webconnectivity_5a6765f299bfc54c,android_dns_cache_no_data,None,inconsistent,False,AS9009,89.45.224.3,-1,None,None
20250110042747.010043_US_webconnectivity_1d51b34eff095042,android_dns_cache_no_data,None,inconsistent,False,AS9009,89.45.224.3,-1,None,None
20250110042740.150486_US_webconnectivity_ff06132321de58cf,android_dns_cache_no_data,None,inconsistent,False,AS9009,89.45.224.3,-1,None,None
20250110042734.229893_US_webconnectivity_ed3b4c7b8b411ff1,android_dns_cache_no_data,None,inconsistent,False,AS9009,89.45.224.3,-1,None,None
20250110042502.060516_US_webconnectivity_a5f3bc67e9497346,android_dns_cache_no_data,None,inconsistent,False,AS9009,89.45.224.3,-1,None,None
20250110042328.519467_US_webconnectivity_505b6ca61cca0b8f,android_dns_cache_no_data,None,inconsistent,False,AS9009,89.45.224.3,-1,None,None
20250110042058.210533_US_webconnectivity_fe27bf2464b6ff09,android_dns_cache_no_data,None,inconsistent,False,AS9009,89.45.224.3,-1,None,None
20250110041428.129298_US_webconnectivity_a979a24fd04092ea,android_dns_cache_no_data,None,inconsistent,False,AS9009,89.45.224.3,-1,None,None
20250110035639.794779_US_webconnectivity_3136948b30cf86a9,android_dns_cache_no_data,None,inconsistent,False,AS9009,89.45.224.3,-1,None,None
20250110035148.257929_US_webconnectivity_e581955b8be2123c,android_dns_cache_no_data,None,inconsistent,False,AS9009,89.45.224.3,-1,None,None
20250110035143.977882_US_webconnectivity_3eb9132ee3e4aae9,android_dns_cache_no_data,None,inconsistent,False,AS9009,89.45.224.3,-1,None,None
20250110035139.225292_US_webconnectivity_d71648db647f4864,android_dns_cache_no_data,None,inconsistent,False,AS9009,89.45.224.3,-1,None,None
20250110035134.243481_US_webconnectivity_cdad93d84bbf3baa,android_dns_cache_no_data,None,inconsistent,False,AS9009,89.45.224.3,-1,None,None
20250110033158.220050_US_webconnectivity_cead7c22886eb141,android_dns_cache_no_data,None,inconsistent,False,AS9009,89.45.224.3,-1,None,None
20250110033156.551936_US_webconnectivity_ca92be730bf38daf,android_dns_cache_no_data,None,inconsistent,False,AS9009,89.45.224.3,-1,None,None
20250110033154.927481_US_webconnectivity_5968c8d1e3353b4b,android_dns_cache_no_data,None,inconsistent,False,AS9009,89.45.224.3,-1,None,None
20250110033153.353940_US_webconnectivity_a0d81f945a920159,android_dns_cache_no_data,None,inconsistent,False,AS9009,89.45.224.3,-1,None,None
20250110033151.573500_US_webconnectivity_d73186643ac6ec65,android_dns_cache_no_data,None,inconsistent,False,AS9009,89.45.224.3,-1,None,None
20250110033142.503880_US_webconnectivity_e4244f61d1a63f38,android_dns_cache_no_data,None,inconsistent,False,AS9009,89.45.224.3,-1,None,None
20250110033125.388203_US_webconnectivity_4031c49d80992541,android_dns_cache_no_data,None,inconsistent,False,AS9009,89.45.224.3,-1,None,None
20250110033123.788834_US_webconnectivity_3a24b717a8b2ce34,android_dns_cache_no_data,None,inconsistent,False,AS9009,89.45.224.3,-1,None,None
20250110033122.000112_US_webconnectivity_684bf0ca5b1a96d4,android_dns_cache_no_data,None,inconsistent,False,AS9009,89.45.224.3,-1,None,None
20250110033057.197465_US_webconnectivity_1039c220fb2f4388,android_dns_cache_no_data,None,inconsistent,False,AS9009,89.45.224.3,-1,None,None
20250110033055.381638_US_webconnectivity_87f027e910d4fb78,android_dns_cache_no_data,None,inconsistent,False,AS9009,89.45.224.3,-1,None,None
20250110032857.710794_US_webconnectivity_06972bfbf7f38767,android_dns_cache_no_data,None,inconsistent,False,AS9009,89.45.224.3,-1,None,None
20250110032841.682990_US_webconnectivity_d015def907aa6431,android_dns_cache_no_data,None,inconsistent,False,AS9009,89.45.224.3,-1,None,None
20250110032837.524811_US_webconnectivity_b68f51001f604c0f,android_dns_cache_no_data,None,inconsistent,False,AS9009,89.45.224.3,-1,None,None
20250110032812.561196_US_webconnectivity_c80914bdb07c7267,android_dns_cache_no_data,None,inconsistent,False,AS9009,89.45.224.3,-1,None,None
20250110032810.944504_US_webconnectivity_9373fbda10b49a3b,android_dns_cache_no_data,None,inconsistent,False,AS9009,89.45.224.3,-1,None,None
20250110032809.502240_US_webconnectivity_66bbdddc1d7d5b33,android_dns_cache_no_data,None,inconsistent,False,AS9009,89.45.224.3,-1,None,None
20250110032807.792827_US_webconnectivity_7beb1f9012f550a6,android_dns_cache_no_data,None,inconsistent,False,AS9009,89.45.224.3,-1,None,None
20250110032806.174493_US_webconnectivity_49bbeb738cc41303,android_dns_cache_no_data,None,inconsistent,False,AS9009,89.45.224.3,-1,None,None
20250110032804.210590_US_webconnectivity_ce146ee2041f0cec,android_dns_cache_no_data,None,inconsistent,False,AS9009,89.45.224.3,-1,None,None
20250110032747.670846_US_webconnectivity_ec0e13d268dfcb43,android_dns_cache_no_data,None,inconsistent,False,AS9009,89.45.224.3,-1,None,None
20250110032746.223842_US_webconnectivity_261fb973528b4a0e,android_dns_cache_no_data,None,inconsistent,False,AS9009,89.45.224.3,-1,None,None
20250110032744.596818_US_webconnectivity_e5d1d095495f99f0,android_dns_cache_no_data,None,inconsistent,False,AS9009,89.45.224.3,-1,None,None
20250110031914.720308_US_webconnectivity_ab45ae2caed577e9,android_dns_cache_no_data,None,inconsistent,False,AS9009,89.45.224.3,-1,None,None
20250110031913.287178_US_webconnectivity_5ee0d563d4813cef,android_dns_cache_no_data,None,inconsistent,False,AS9009,89.45.224.3,-1,None,None
20250110031811.938419_US_webconnectivity_82e618ee80ada5d3,android_dns_cache_no_data,None,inconsistent,False,AS9009,89.45.224.3,-1,None,None
20250110031808.254274_US_webconnectivity_37c6d914782b1ed5,android_dns_cache_no_data,None,inconsistent,False,AS9009,89.45.224.3,-1,None,None
20250110031725.842456_US_webconnectivity_c833dc6f0a2cd6f3,android_dns_cache_no_data,None,inconsistent,False,AS9009,89.45.224.3,-1,None,None
20250110031720.783444_US_webconnectivity_b4dfc8c23c9d711b,android_dns_cache_no_data,None,inconsistent,False,AS9009,89.45.224.3,200,None,None
20250110031716.032479_US_webconnectivity_6122803ccf3ca4c7,android_dns_cache_no_data,None,inconsistent,False,AS9009,89.45.224.3,-1,None,None
20250110031714.104801_US_webconnectivity_d6d64f2f9a7115ad,android_dns_cache_no_data,None,inconsistent,False,AS9009,89.45.224.3,-1,None,None
20250110030814.716661_US_webconnectivity_fd4b51441fee4252,android_dns_cache_no_data,None,inconsistent,False,AS9009,89.45.224.3,-1,None,None
20250110022220.385273_US_webconnectivity_5162aad5fbf66c97,android_dns_cache_no_data,None,inconsistent,False,AS9009,89.45.224.3,-1,None,None
20250110022000.784074_US_webconnectivity_14208ec7bd5f7b18,android_dns_cache_no_data,None,inconsistent,False,AS9009,89.45.224.3,-1,None,None
20250110015546.613963_US_webconnectivity_1ae1df47380f85ec,android_dns_cache_no_data,None,inconsistent,False,AS9009,89.45.224.3,200,None,None
20250110015530.952198_US_webconnectivity_8d5014e6a641a891,android_dns_cache_no_data,None,inconsistent,False,AS9009,89.45.224.3,200,None,None
20250110015139.209090_US_webconnectivity_f19cb1b01eca4fa2,android_dns_cache_no_data,None,inconsistent,False,AS9009,89.45.224.3,-1,None,None
20250110015047.455970_US_webconnectivity_59ffca0f98aaba13,android_dns_cache_no_data,None,inconsistent,False,AS9009,89.45.224.3,-1,None,None
20250110015045.368435_US_webconnectivity_df6dbaed68377410,android_dns_cache_no_data,None,inconsistent,False,AS9009,89.45.224.3,200,None,None
20250110014941.535187_US_webconnectivity_983be0d3d5473180,android_dns_cache_no_data,None,inconsistent,False,AS9009,89.45.224.3,200,None,None
20250110014928.655177_US_webconnectivity_3d4e70a4e99cb0b4,android_dns_cache_no_data,None,inconsistent,False,AS9009,89.45.224.3,-1,None,None
